AphiaID,rank,scientificname
103450,Family,Styelidae
107726,Species,Calocaris macandreae
123987,Species,Asterina gibbosa
967,Family,Lumbrineridae
140261,Species,Littorina fabalis
103670,Species,Aplidium turbinatum
130261,Species,Scoletoma fragilis
146420,Subphylum,Tunicata
147008,Species,Malmgrenia andreapolis
243,Family,Veneridae
117906,Species,Sertularella polyzonias
140630,Species,Diaphorodoris luteocincta
130305,Species,Maldane sarsi
230,Family,Mactridae
107235,Species,Pagurus cuanensis
123813,Species,Stichastrella rosea
129445,Genus,Eulalia
410724,Subspecies,Golfingia (Golfingia) vulgaris vulgaris
111498,Species,Escharoides coccinea
23091,Family,Pharidae
111600,Species,Alcyonidium gelatinosum
118842,Species,Conilera cylindracea
221095,Species,Leiochone johnstoni
107318,Species,Eurynome aspera
111397,Species,Celleporella hyalina
140033,Species,Goniodoris nodosa
129851,Species,Apistobranchus tullbergi
130987,Species,Ditrupa arietina
102981,Species,Metaphoxus fultoni
118855,Species,Eurydice truncata
102285,Species,Gammarus oceanicus
107518,Species,Hippolyte varians
130926,Species,Manayunkia aestuarina
130913,Species,Fabricia stellaris
140528,Species,Euspira catena
141454,Species,Sepiola atlantica
138456,Genus,Rissoa
106041,Superfamily,Balanoidea
416648,Species,Tritonia hombergii
102299,Species,Gammarus zaddachi
130331,Species,Rhodine loveni
147032,Species,Nebalia bipes
332932,Species,Ampharete octocirrata
110736,Family,Celleporidae
129413,Genus,Ophelia
138584,Genus,Calliostoma
125110,Species,Ophiactis balli
141790,Species,Gibbula magus
124160,Species,Solaster endeca
128506,Species,Funiculina quadrangularis
117736,Species,Lovenella clausa
738997,Species,Cradoscrupocellaria reptans
123386,Genus,Echinus
110618,Species,Leucon (Leucon) nasica
111350,Species,Aspidelectra melolontha
157561,Species,Scolelepis (Parascolelepis) tridentata
107507,Species,Eualus pusiolus
165801,Species,Halichondria (Halichondria) bowerbanki
141916,Species,Gouldia minima
246148,Species,Hemilepton nitidum
103484,Genus,Ascidiella
130326,Species,Praxillella praetermissa
712122,Subfamily,Tanypodinae
135193,Species,Leptopsammia pruvoti
510534,Infraorder,Echinidea
129856,Species,Drilonereis filum
689176,Species,Phorcus lineatus
107218,Species,Anapagurus laevis
334508,Species,Phyllodoce lineata
107346,Species,Macropodia tenuirostris
137735,Genus,Cerastoderma
132575,Species,Ciocalypta penicillus
130662,Species,Paranaitis kosteriensis
131544,Species,Thelepus setosus
132472,Species,Axinella damicornis
129426,Genus,Myriochele
130686,Species,Pterocirrus macroceros
110993,Genus,Alcyonidium
129528,Genus,Euchone
111022,Genus,Amathia
130103,Species,Flabelligera affinis
148637,Species,Eurydice spinigera
138748,Species,Anomia ephippium
102497,Species,Acidostoma obesum
103483,Genus,Ascidia
1245747,Species,Desmophyllum pertusum
111745,Species,Oncousoecia dilatans
102061,Species,Unciola planipes
135146,Species,Cladocora caespitosa
140235,Species,Limaria hians
101053,Species,Isozoanthus sulcatus
106231,Species,Chthamalus stellatus
103902,Species,Polycarpa fibrosa
139557,Species,Diaphana minuta
117228,Genus,Diphasia
117299,Species,Gymnangium montagui
137916,Genus,Doto
131500,Species,Lysilla loveni
131035,Species,Protula tubularia
111260,Species,Cellaria sinuosa
3,Kingdom,Plantae
102843,Species,Melita palmata
117382,Species,Laomedea flexuosa
129595,Genus,Sthenelais
102317,Species,Haustorius arenarius
123349,Genus,Antedon
237004,Species,Crassicorophium bonellii
131950,Genus,Hymedesmia
103441,Family,Polyclinidae
535477,Species,Perforatus perforatus
125098,Species,Amphiura stepanovi
140291,Species,Lyonsia norwegica
145,Family,Naticidae
103702,Species,Ascidia conchilega
118401,Genus,Eurydice
124462,Species,Leptosynapta bergensis
111400,Species,Hippothoa flagellum
131504,Species,Neoamphitrite figulus
130673,Species,Phyllodoce longipes
855675,Species,Cylista undata
209899,Species,Euclymene lombricoides
124316,Species,Paracentrotus lividus
129911,Species,Pseudonotomastus southerni
103759,Species,Perophora listeri
139004,Species,Laevicardium crassum
234208,Species,Testudinalia testudinalis
51,Phylum,Mollusca
107294,Species,Ebalia cranchii
204,Family,Nuculidae
1302,Class,Pycnogonida
129266,Genus,Ophryotrocha
111391,Species,Hagiosynodos latus
141668,Species,Thyasira obsoleta
157933,Species,Ectopleura larynx
141700,Species,Tricolia pullus
101908,Species,Ampelisca macrocephala
140780,Species,Pinna nobilis
132046,Genus,Polymastia
140710,Species,Palliolum tigerinum
152397,Species,Tellimya tenella
467955,Family,Plagioeciidae
953,Family,Goniadidae
125158,Species,Leptasterias (Leptasterias) muelleri
124224,Species,Leptometra celtica
140684,Species,Patella ulyssiponensis
119044,Species,Idotea granulosa
140605,Species,Octopus vulgaris
141644,Species,Thracia convexa
111621,Species,Flustrellidra hispida
101571,Genus,Jassa
1806,Phylum,Echinodermata
123187,Family,Cucumariidae
138552,Genus,Thyasira
129679,Genus,Syllides
1355594,Species,Bradabyssa villosa
152547,Species,Oestergrenia digitata
130576,Species,Cirrophorus branchiatus
559007,Species,Leiochone leiopygos
102135,Species,Dexamine spinosa
138920,Species,Neptunea antiqua
139112,Species,Falcidens crossotus
129785,Species,Amphicteis midas
101967,Species,Amphilochus manudens
489646,Species,Dyopedos monacanthus
139008,Species,Parvicardium exiguum
102748,Species,Tryphosa nana
138582,Genus,Trivia
102431,Species,Jassa falcata
156961,Species,Petricolaria pholadiformis
100817,Species,Bolocera tuediae
102795,Species,Cheirocratus intermedius
111690,Species,Crisia aculeata
150256,Species,Haliclona (Haliclona) urceolus
139134,Species,Cadlina laevis
117631,Species,Halopteris catharina
139523,Species,Dendronotus frondosus
110814,Family,Tubuliporidae
110536,Species,Eudorellopsis deformis
956,Family,Nephtyidae
146991,Genus,Leiochone
101839,Species,Caprella linearis
134581,Genus,Callipallene
107390,Species,Liocarcinus marmoreus
129854,Species,Arabella iricolor
138952,Species,Caecum glabrum
980,Family,Pectinariidae
130272,Species,Magelona papillicornis
443,Family,Trochidae
1047411,Species,Fjordia lineata
900,Order,Terebellida
130176,Species,Microphthalmus similis
122528,Species,Lineus longissimus
130661,Species,Notophyllum foliosum
107562,Species,Philocheras trispinosus
131480,Species,Amphitritides gracilis
156083,Species,Eualus cranchii
129697,Genus,Lanice
107072,Genus,Callianassa
110494,Species,Diastyloides biplicatus
101430,Genus,Caprella
129358,Genus,Notoproctus
103656,Species,Aplidium nordmanni
123974,Species,Henricia sanguinolenta
1267,Phylum,Cnidaria
111601,Species,Alcyonidium hirsutum
106903,Genus,Hyas
129218,Genus,Mediomastus
132736,Species,Halisarca dujardinii
130540,Species,Myriochele danielsseni
103724,Species,Phallusia mammillata
120203,Species,Schistomysis kervillei
130598,Species,Pholoe assimilis
334417,Species,Pectinaria belgica
7,Kingdom,Chromista
125365,Species,Eunicella singularis
132216,Species,Leucosolenia botryoides
410717,Subspecies,Aspidosiphon (Aspidosiphon) muelleri muelleri
140736,Species,Pharus legumen
101567,Genus,Ericthonius
131807,Genus,Halichondria
101716,Genus,Harpinia
863197,Species,Malmgrenia darbouxi
1047412,Species,Fjordia browni
102039,Species,Leptocheirus pectinatus
334842,Species,Spirorbis (Spirorbis) spirorbis
131501,Species,Lysilla nivea
422916,Species,Monopseudocuma gilsoni
196003,Species,Syllis pontxioi
221566,Species,Prenantia cheilostoma
140640,Species,Onchidoris muricata
123985,Species,Anseropoda placenta
140161,Species,Kellia suborbicularis
139640,Species,Doto fragilis
140462,Species,Modiolus adriaticus
100913,Species,Protanthea simplex
106039,Order,Balanomorpha
131494,Species,Lanassa venusta
235385,Species,Novocrania anomala
103471,Genus,Aplidium
938,Family,Aphroditidae
110460,Species,Iphinoe serrata
140712,Species,Pecten maximus
100946,Species,Calliactis parasitica
129499,Genus,Malmgreniella
334725,Species,Scalibregma stenocerum
1131,Order,Isopoda
101789,Genus,Urothoe
103557,Species,Pycnoclavella aurilucens
102202,Species,Eusirus longipes
130467,Species,Nothria conchylega
102021,Species,Autonoe longipes
130075,Species,Marphysa sanguinea
118218,Species,Ione thoracica
107486,Species,Athanas nitescens
156376,Species,Retusa umbilicata
138675,Species,Acanthochitona crinita
13552,Order,Leptothecata
130833,Species,Subadyte pellucida
138388,Genus,Gari
153131,Species,Alloteuthis subulata
117389,Species,Obelia longissima
175,Family,Onchidorididae
101558,Genus,Gammaropsis
129243,Genus,Cirratulus
130977,Species,Polyphysia crassa
107473,Species,Pinnotheres pisum
102742,Species,Tmetonyx similis
107197,Species,Dardanus arrosor
110628,Species,Pseudocuma (Pseudocuma) simile
133679,Species,Phorbas fictitius
123148,Family,Antedonidae
107682,Species,Processa canaliculata
102779,Species,Tryphosites longipes
106763,Family,Portunidae
125161,Species,Echinaster (Echinaster) sepositus
117399,Species,Rhizocaulus verticillatus
146830,Species,Oshurkovia littoralis
153375,Species,Facelina auriculata
139903,Species,Vitreolina philippi
149,Family,Buccinidae
102611,Species,Lysianassa plumosa
119886,Genus,Mysis
130695,Species,Ancistrosyllis groenlandica
130503,Species,Ophelina cylindricaudata
129427,Genus,Owenia
131435,Species,Syllis gracilis
152232,Subfamily,Euclymeninae
135301,Species,Cyanea capillata
129313,Genus,Microphthalmus
147007,Species,Malmgrenia mcintoshi
876854,Species,Tritia pygmaea
1548432,Species,Phylo norvegica
110965,Genus,Escharella
146951,Species,Galathowenia fragilis
101364,Family,Ampeliscidae
124210,Species,Antedon petasus
106901,Genus,Eurynome
130579,Species,Paradoneis armata
146802,Genus,Chironomus
130404,Species,Nereis pelagica
130690,Species,Sige fusigera
138645,Genus,Tapes
152260,Species,Scoletoma magnidentata
247077,Species,Apseudopsis latreillii
748537,Species,Duvaucelia odhneri
123081,Class,Crinoidea
102989,Species,Phoxocephalus holbolli
102917,Species,Pontocrates arcticus
103851,Species,Pyura microcosmus
139771,Species,Eubranchus tricolor
141707,Species,Crimora papillata
129669,Genus,Pionosyllis
131574,Species,Trichobranchus glacialis
903,Family,Paraonidae
101397,Family,Melitidae
130837,Species,Protodriloides chaetifer
110931,Genus,Hippothoa
110835,Genus,Porella
994123,Species,Acromegalomma vesiculosum
103890,Species,Distomus variolosus
130238,Species,Lumbrineris aniara
148378,Family,Phoronidae
101822,Species,Caprella acanthifera
102043,Species,Microdeutopus anomalus
129769,Species,Alkmaria romijni
135180,Species,Balanophyllia (Balanophyllia) europaea
137388,Genus,Limnodrilus
235,Family,Tellinidae
139951,Species,Diodora graeca
110427,Genus,Pseudocuma
131155,Species,Prionospio dubia
238207,Species,Streptodonta pterochaeta
138531,Genus,Macoma
111721,Species,Plagioecia sarniensis
129845,Species,Laetmonice hystrix
101054,Species,Parazoanthus anguicomus
106687,Superfamily,Paguroidea
131399,Species,Streptosyllis bidentata
140513,Species,Nassarius reticulatus
110819,Genus,Aetea
140533,Species,Euspira montagui
131975,Genus,Aplysina
132858,Species,Haliclona (Haliclona) simulans
1491000,Species,Scoletoma laurentiana
101395,Family,Lysianassidae
106835,Genus,Munida
141341,Species,Pusillina sarsii
129420,Genus,Orbinia
333615,Species,Hesiospina aurantiaca
111280,Species,Lagenipora lepralioides
101923,Species,Ampelisca sarsi
241154,Species,Monodaeus couchii
129594,Genus,Sigalion
1473656,Species,Duvaucelia lineata
130909,Species,Euchone rubrocincta
140218,Species,Lepton squamosum
118364,Genus,Jaera
254745,Species,Laonome kroyeri
146999,Species,Ligia oceanica
117883,Species,Diphasia rosacea
1613,Family,Plumulariidae
102466,Species,Leucothoe procera
138135,Genus,Littorina
181554,Genus,Pisidium
110440,Species,Bodotria arenosa
150882,Tribe,Chironomini
110724,Order,Cyclostomatida
129433,Genus,Paradoneis
103643,Species,Aplidium elegans
106033,Order,Sessilia
111314,Species,Cribrilina punctata
137732,Genus,Acanthocardia
136486,Species,Tanaissus lilljeborgi
103609,Species,Distaplia rosea
111044,Genus,Disporella
381057,Species,Acanthocardia tuberculata
107703,Species,Palinurus elephas
102369,Species,Gammaropsis palmata
118953,Species,Lekanesphaera hookeri
131452,Species,Syllis prolifera
123449,Genus,Leptosynapta
884676,Genus,Kirkegaardia
135304,Species,Chrysaora hysoscella
117702,Species,Lafoea dumosa
131159,Species,Prionospio malmgreni
138235,Genus,Nassarius
130137,Species,Goniada emerita
138117,Genus,Leptochiton
102443,Species,Protomedeia fasciata
128548,Species,Phoronis hippocrepia
329882,Species,Owenia borealis
117452,Species,Corymorpha nutans
107054,Genus,Processa
119000,Species,Gnathia vorax
130118,Species,Glycera capitata
131166,Species,Pseudopolydora antennata
851788,Species,Lumbrineris futilis
100859,Species,Aiptasia mutabilis
107109,Species,Parapenaeus longirostris
488957,Species,Nototropis guttatus
141334,Species,Pusillina inconspicua
129805,Species,Melinna elisabethae
1594,Family,Bougainvilliidae
252,Family,Pholadidae
106777,Family,Hippolytidae
107032,Genus,Palaemon
238200,Species,Myrianida prolifera
111518,Species,Escharina johnstoni
1137,Order,Cumacea
141926,Species,Pitar rudis
130309,Species,Microclymene tricirrata
132511,Species,Phakellia ventilabrum
129533,Genus,Jasmineira
129861,Species,Notocirrus scoticus
101958,Species,Haploops tubicola
125401,Species,Swiftia pallida
131540,Species,Streblosoma intestinale
148427,Family,Inachidae
148698,Species,Haplostylus normani
246150,Species,Polititapes aureus
103237,Species,Urothoe pulchella
130365,Species,Nephtys paradoxa
131081,Species,Ephesiella abyssorum
107397,Species,Macropipus tuberculatus
122536,Species,Lineus ruber
149898,Species,Parastichopus regalis
102665,Species,Orchomene humilis
157947,Species,Halecium beanii
103008,Species,Parapleustes bicuspis
110567,Species,Cumella (Cumella) pygmaea
130514,Species,Leitoscoloplos mammosus
131190,Species,Spiophanes wigleyi
148560,Species,Socarnes erythrophthalmus
334741,Species,Scolelepis (Scolelepis) foliosa
106204,Species,Scalpellum scalpellum
111011,Genus,Nolella
120072,Species,Mesopodopsis slabberi
129671,Genus,Proceraea
135302,Species,Cyanea lamarckii
141308,Species,Onoba aculeus
130055,Species,Eunice dubitata
256,Family,Thraciidae
111062,Species,Aetea anguina
111427,Species,Micropora normani
102598,Species,Lepidepecreum longicorne
138533,Genus,Tellina
102141,Species,Tritaeta gibbosa
140377,Species,Montacuta substriata
152357,Species,Malmgrenia castanea
902,Family,Orbiniidae
139908,Species,Facelina bostoniensis
137393,Genus,Tubificoides
132219,Species,Leucosolenia complicata
138899,Species,Colus gracilis
131508,Species,Nicolea zostericola
129745,Species,Macrochaeta clavicornis
131124,Species,Dipolydora socialis
147006,Genus,Malmgrenia
150457,Species,Onchidoris bilamellata
851584,Species,Amathia citrina
100927,Species,Peachia cylindrica
103443,Family,Ascidiidae
130327,Species,Praxillura longissima
131512,Species,Parathelepus collaris
478336,Species,Atherospio guillei
140440,Species,Crenella decussata
100653,Family,Actiniidae
129819,Species,Samytha sexcirrata
100930,Species,Actinauge richardi
111683,Species,Entalophoroecia deflexa
129614,Genus,Malacoceros
139650,Species,Doto pinnatifida
118859,Species,Natatolana borealis
129804,Species,Melinna cristata
102345,Species,Iphimedia minuta
120113,Species,Mysis mixta
130036,Species,Parougia caeca
130025,Species,Ophryotrocha hartmanni
131723,Genus,Sycon
138413,Genus,Odostomia
138734,Species,Akera bullata
103456,Genus,Didemnum
228,Family,Astartidae
1340,Subclass,Hexacorallia
129307,Genus,Gyptis
111197,Species,Callopora lineata
140869,Species,Gari depressa
103044,Species,Dyopedos porrectus
130906,Species,Euchone papillosa
131519,Species,Pista mediterranea
107152,Species,Galathea nexa
111249,Species,Scrupocellaria scrupea
129246,Genus,Dodecaceria
102736,Species,Tmetonyx cicada
111539,Species,Scruparia ambigua
130754,Species,Harmothoe antilopes
141438,Species,Abra segmentum
410805,Species,Capnea sanguinea
129957,Species,Cirratulus caudatus
130311,Species,Nicomache lumbricalis
129141,Genus,Macrochaeta
291834,Species,Rolandia coralloides
129821,Species,Sosane sulcata
107557,Species,Philocheras bispinosus
110516,Species,Lamprops fasciatus
130060,Species,Eunice pennata
150940,Family,Ceratopogonidae
102002,Species,Ampithoe rubricata
130632,Species,Eulalia ornata
153952,Species,Limaria loscombi
101388,Family,Isaeidae
129717,Genus,Terebellides
158251,Species,Metridium dianthus
103169,Species,Stenothoe monoculoides
131499,Species,Loimia medusa
130281,Species,Clymenura borealis
137584,Species,Tubificoides swirencoides
141539,Species,Skeneopsis planorbis
130763,Species,Harmothoe fragilis
295579,Species,Astacilla dilatata
